  









300.0 	0.495507
300.2 	0.25901912
300.4 	0.07862116
300.6 	0.0074214
300.8 	0.0299504
301.0 	0.062161
301.2 	0.042074065
301.4 	0.007909113
301.6 	0.020278287
301.8 	0.078681814
302.0 	0.121508
302.2 	0.103743663
302.4 	0.057397815
302.6 	0.032164123
302.8 	0.041605679
303.0 	0.063155
303.2 	0.076022209
303.4 	0.072811434
303.6 	0.050107006
303.8 	0.019022352
304.0 	0.0052
304.2 	0.024751662
304.4 	0.053138986
304.6 	0.056953447
304.8 	0.032510384
305.0 	0.005849
305.2 	-0.00222669
305.4 	0.002977212
305.6 	0.009886856
305.8 	0.012903399
306.0 	0.012403
306.2 	0.009560947
306.4 	0.007709898
306.6 	0.010519183
306.8 	0.016996717
307.0 	0.021489
307.2 	0.019722191
307.4 	0.013751761
307.6 	0.007162775
307.8 	0.002327419
308.0 	0.000405
308.2 	0.001950157
308.4 	0.005309807
308.6 	0.008313195
308.8 	0.009577532
309.0 	0.008508
309.2 	0.005269812
309.4 	0.002931263
309.6 	0.005098005
309.8 	0.011042094
310.0 	0.015702
310.2 	0.015234897
310.4 	0.011426464
310.6 	0.00740491
310.8 	0.004812789
311.0 	0.003807
311.2 	0.004245449
311.4 	0.005048447
311.6 	0.004963213
311.8 	0.004146981
312.0 	0.004167
312.2 	0.006026542
312.4 	0.008227751
312.6 	0.008725849
312.8 	0.007278337
313.0 	0.005445
313.2 	0.004489262
313.4 	0.00417567
313.6 	0.003905316
313.8 	0.003338353
314.0 	0.002394
314.2 	0.001177789
314.4 	0.00049546
314.6 	0.00128461
314.8 	0.003489288
315.0 	0.00606
315.2 	0.007980254
315.4 	0.008538352
315.6 	0.007150055
315.8 	0.004410059
316.0 	0.002092
316.2 	0.001496887
316.4 	0.001830193
316.6 	0.00182116
316.8 	0.00129502
317.0 	0.001173
317.2 	0.00207049
317.4 	0.003188934
317.6 	0.003418987
317.8 	0.002633397
318.0 	0.001687
318.2 	0.001270642
318.4 	0.001248398
318.6 	0.001285671
318.8 	0.001232388
319.0 	0.001123
319.2 	0.001051384
319.4 	0.001317039
319.6 	0.002244823
319.8 	0.003560552
320.0 	0.004391
320.2 	0.004110331
320.4 	0.003186461
320.6 	0.002342105
320.8 	0.001871218
321.0 	0.001639
321.2 	0.001490814
