810.0 	0.184223
809.8 	0.011524
809.6 	0.084588
809.4 	0.001443
809.2 	0.011434
809.0 	0.12252
808.8 	0.034549
808.6 	0.148317
808.4 	0.091541
808.2 	0.16989
808.0 	0.102438
807.8 	0.001422
807.6 	0.039651
807.4 	0.039689
807.2 	0.039611
807.0 	0.028334
806.8 	0.12406
806.6 	0.007077
806.4 	0.022574
806.2 	0.027986
806.0 	0.145452
805.8 	0.093846
805.6 	0.141499
805.4 	0.026597
805.2 	0.03899
805.0 	0.128782
804.8 	0.029163
804.6 	0.022157
804.4 	0.042988
804.2 	0.020791
804.0 	0.079079
803.8 	0.038608
803.6 	0.034581
803.4 	0.169656
803.2 	0.165319
803.0 	0.109897
802.8 	0.097453
802.6 	0.027403
802.4 	0.042421
802.2 	0.005484
802.0 	0.128923
801.8 	0.146715
801.6 	0.032558
801.4 	0.064351
801.2 	0.03954
801.0 	0.179037
800.8 	0.171917
800.6 	0.054136
800.4 	0.183003
800.2 	0.186997
800.0 	0.104256
799.8 	0.133686
799.6 	0.011379
799.4 	0.090481
799.2 	0.033395
799.0 	0.089552
798.8 	0.235772
798.6 	0.406913
798.4 	0.118641
798.2 	0.51449
798.0 	0.429365
797.8 	0.21634
797.6 	0.355738
797.4 	0.098835
797.2 	0.347111
797.0 	0.055803
796.8 	0.251604
796.6 	0.052006
796.4 	0.553244
796.2 	0.013785
796.0 	0.041148
795.8 	0.207064
795.6 	0.187185
795.4 	0.355098
795.2 	0.296919
795.0 	0.422101
794.8 	0.013594
794.6 	0.144913
794.4 	0.094639
794.2 	0.273325
794.0 	0.053581
793.8 	0.096433
793.6 	0
793.4 	0.173903
793.2 	0.1627
793.0 	0.026673
792.8 	0.330183
792.6 	0.119904
792.4 	0.146518
792.2 	0.023211
792.0 	0.314491
791.8 	0.039697
791.6 	0.068513
791.4 	0.328385
791.2 	0.168948
791.0 	0.441854
790.8 	0.113949
790.6 	0.262908
790.4 	0.093668
790.2 	0.245574
790.0 	0.501442
789.8 	0.137258
789.6 	0.340175
789.4 	0.232621
789.2 	0.213763
789.0 	0.326285
788.8 	0.409038
788.6 	0.028051
788.4 	0.303176
788.2 	0.113986
788.0 	0.161233
787.8 	0.150931
787.6 	0.145654
787.4 	0.183767
787.2 	0.076901
787.0 	0.194581
786.8 	0.240212
786.6 	0.237364
786.4 	0.060188
786.2 	0.278141
786.0 	0.131502
785.8 	0.107894
785.6 	0.026849
785.4 	0.168953
785.2 	0.165008
785.0 	0.377828
784.8 	0.208511
784.6 	0.0939
784.4 	0.026429
784.2 	0.139427
784.0 	0.183001
783.8 	0.217701
783.6 	0.169
783.4 	0.218769
783.2 	0.150936
783.0 	0.226355
782.8 	0.178311
782.6 	0.014056
782.4 	0.112117
782.2 	0.03075
782.0 	0.132699
781.8 	0.019117
781.6 	0.084899
781.4 	0.235584
781.2 	0.283088
781.0 	0.062071
780.8 	0.341559
780.6 	0.074359
780.4 	0.210734
780.2 	0.323728
780.0 	0.018468
779.8 	0.075284
779.6 	0.256609
779.4 	0.023127
779.2 	0.202439
779.0 	0.255547
778.8 	0.062477
778.6 	0.179895
778.4 	0.318558
778.2 	0
778.0 	0.036831
777.8 	0.322691
777.6 	0.335555
777.4 	0.260239
777.2 	0.240424
777.0 	0.077849
776.8 	0.124885
776.6 	0
776.4 	0
776.2 	0.287472
776.0 	0.018708
775.8 	0.149298
775.6 	0.009445
775.4 	0.103826
775.2 	0.056081
775.0 	0.007033
774.8 	0.037114
774.6 	0.037224
774.4 	0.018782
774.2 	0.147204
774.0 	0.083401
773.8 	0.055187
773.6 	0.346846
773.4 	0.011547
773.2 	0.036474
773.0 	0.263278
772.8 	0.225534
772.6 	0.345736
772.4 	0.162935
772.2 	0.009012
772.0 	0.32156
771.8 	0.152445
771.6 	0.046981
771.4 	0.080323
771.2 	0.08061
771.0 	0.22067
770.8 	0.269562
770.6 	0.017713
770.4 	0.006648
770.2 	0.255751
770.0 	0.160191
769.8 	0.177178
769.6 	0.026605
769.4 	0.07853
769.2 	0
769.0 	0.025902
768.8 	0.093119
768.6 	0.147908
768.4 	0.17883
768.2 	0.023526
768.0 	0.068095
767.8 	0.125411
767.6 	0.158418
767.4 	0.039988
767.2 	0.278216
767.0 	0.202233
766.8 	0.106981
766.6 	0.002074
766.4 	0.313618
766.2 	0.049759
766.0 	0.055819
765.8 	0.014461
765.6 	0.185042
765.4 	0.06732
765.2 	0.172786
765.0 	0.008076
764.8 	0.083162
764.6 	0.114725
764.4 	0.032198
764.2 	0.031962
764.0 	0
763.8 	0.129768
763.6 	0.157991
763.4 	0.264686
763.2 	0.070505
763.0 	0.155242
762.8 	0.194267
762.6 	0.069815
762.4 	0.020963
762.2 	0.160418
762.0 	0.099064
761.8 	0.218107
761.6 	0.050751
761.4 	0.138188
761.2 	0.270681
761.0 	0.148804
760.8 	0.061727
760.6 	0.029701
760.4 	0.259459
760.2 	0.036524
760.0 	0.085622
759.8 	0.087315
759.6 	0.001789
759.4 	0.227565
759.2 	0.146581
759.0 	0.1405
758.8 	0.083966
758.6 	0.217809
758.4 	0.109442
758.2 	0.103514
758.0 	0.013772
757.8 	0.046498
757.6 	0.068646
757.4 	0.09809
757.2 	0.034036
757.0 	0.015211
756.8 	0.013587
756.6 	0.234712
756.4 	0.060548
756.2 	0.130742
756.0 	0.112634
755.8 	0.066978
755.6 	0.160383
755.4 	0.164691
755.2 	0.085894
755.0 	0.187044
754.8 	0.008271
754.6 	0.105556
754.4 	0.188803
754.2 	0.011595
754.0 	0.037671
753.8 	0.054184
753.6 	0.071991
753.4 	0
753.2 	0.037789
753.0 	0.045554
752.8 	0.123735
752.6 	0.019551
752.4 	0.084859
